[2024-03-26 18:43:04,650] multiqc                                            [DEBUG  ]  This is MultiQC v1.13
[2024-03-26 18:44:28,245] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,245] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,245] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,245] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,245] multiqc.modules.base_module                        [DEBUG  ]  picard/alignment_metrics - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,245] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,245] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,245] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/basedistributionbycycle - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,246] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,247] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_library/unfiltered/picard_metrics/LV_EC_ATAC_REP2.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP4.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP4.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP3.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_library/unfiltered/picard_metrics/LV_EC_ATAC_REP3.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP1.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_library/unfiltered/picard_metrics/LV_EC_ATAC_REP1.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP2.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP2.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP3.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP1.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,248] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_replicate/picard_metrics/BR_EC_ATAC.mRp.clN.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,264] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_replicate/picard_metrics/LV_EC_ATAC.mRp.clN.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:28,289] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_replicate/picard_metrics/LG_EC_ATAC.mRp.clN.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:29,135] multiqc.modules.picard.picard                      [INFO   ]  Found 3 MarkDuplicates reports
[2024-03-26 18:44:29,135] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:29,135] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:29,135] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:29,136] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:29,136] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:29,136] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:29,136] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:29,136] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:29,136] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2024-03-26 18:44:29,136] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
